experiment_id,generator,model_key,split_kind,fold_id,budget_per_week,threshold,n_total,n_alerts,alerts_per_week,brier_score,calibration_slope,calibration_intercept,precision_tp_before_sl,expectancy_r_per_alert,hit_rate,profit_factor,max_drawdown_r,worst_20_trade_drawdown_r,median_hold_minutes,mean_probability_alerts,event_n_alerts,event_alerts_per_week,event_precision_tp_before_sl,event_expectancy_r_per_alert,event_hit_rate,event_profit_factor,event_max_drawdown_r,event_worst_20_trade_drawdown_r,event_median_hold_minutes,event_mean_probability_alerts,event_max_concurrent_positions,portfolio_selection_policy,overlap_filtered_alerts,primary_metric,test_start,test_end
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_18,1,0.999999,15,1,0.3333333333333333,0.2930257443129773,0.02900663115203984,0.9607518067105567,1.0,2.0,1.0,inf,0.0,0.0,390.0,0.999999,4,1.3333333333333333,1.0,2.0,1.0,inf,0.0,0.0,397.5,0.999999,4,first_signal,3,2.0,2025-10-13T00:00:00+00:00,2025-11-03T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_18,3,0.8333333333333334,15,2,0.6666666666666666,0.2930257443129773,0.02900663115203984,0.9607518067105567,0.5,0.5,0.5,2.0,1.0,1.0,262.5,0.9166661666666667,5,1.6666666666666667,0.8,1.4,0.8,8.0,1.0,1.0,390.0,0.9666658666666667,4,first_signal,3,0.5,2025-10-13T00:00:00+00:00,2025-11-03T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_19,1,0.7142857142857143,27,7,2.3333333333333335,0.26128447795996096,0.7908352783931571,-0.6821772495453224,0.5714285714285714,0.7142857142857143,0.5714285714285714,2.6666666666666665,2.0,2.0,175.0,0.7142857142857143,13,4.333333333333333,0.6153846153846154,0.8461538461538461,0.6153846153846154,3.2,3.0,3.0,175.0,0.7252255102482756,4,first_signal,6,0.7142857142857143,2025-11-03T00:00:00+00:00,2025-11-24T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_19,3,0.5,27,12,4.0,0.26128447795996096,0.7908352783931571,-0.6821772495453224,0.5,0.6436481154575124,0.5,2.54475547709803,3.0,3.0,195.0,0.6065137931886934,27,9.0,0.4444444444444444,0.3971769402033388,0.4444444444444444,1.765984098963582,5.0,5.0,175.0,0.6315623074647433,4,first_signal,15,0.6436481154575124,2025-11-03T00:00:00+00:00,2025-11-24T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_20,1,0.75,16,3,1.0,0.25,0.8795719572571638,-1.4255246720315868,0.3333333333333333,0.0,0.3333333333333333,1.0,2.0,2.0,135.0,0.75,6,2.0,0.5,0.5,0.5,2.0,3.0,3.0,120.0,0.75,3,first_signal,3,0.0,2025-11-24T00:00:00+00:00,2025-12-15T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_20,3,0.45,16,8,2.6666666666666665,0.25,0.8795719572571638,-1.4255246720315868,0.25,-0.1367302553815819,0.25,0.7852618840930659,4.093842043052655,4.093842043052655,302.5,0.5625,16,5.333333333333333,0.25,-0.19336512769079092,0.25,0.7211207775407146,10.093842043052655,10.093842043052655,120.0,0.5625,3,first_signal,8,-0.1367302553815819,2025-11-24T00:00:00+00:00,2025-12-15T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_21,1,0.6666666666666666,12,1,0.3333333333333333,0.2037391370146552,-0.26064228868579903,-5.002028004114041,0.0,-1.0,0.0,0.0,0.0,0.0,45.0,0.6666666666666666,1,0.3333333333333333,0.0,-1.0,0.0,0.0,0.0,0.0,45.0,0.6666666666666666,1,first_signal,0,-1.0,2025-12-15T00:00:00+00:00,2026-01-05T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_21,3,1e-06,12,7,2.3333333333333335,0.2037391370146552,-0.26064228868579903,-5.002028004114041,0.2857142857142857,-0.14285714285714285,0.2857142857142857,0.8,4.0,4.0,125.0,0.09819840037190451,12,4.0,0.16666666666666666,-0.5,0.16666666666666666,0.4,8.0,8.0,122.5,0.05728281688361097,4,first_signal,5,-0.14285714285714285,2025-12-15T00:00:00+00:00,2026-01-05T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_22,1,0.4,21,6,2.0,0.2876186666672381,-2.288676455809637e-07,-0.6931437272899873,0.3333333333333333,0.0,0.3333333333333333,1.0,2.0,2.0,155.0,0.39999999999999997,9,3.0,0.3333333333333333,0.0,0.3333333333333333,1.0,3.0,3.0,165.0,0.4,2,first_signal,3,0.0,2026-01-05T00:00:00+00:00,2026-01-26T00:00:00+00:00
S0_native_continuation,continuation_v1_fast,baseline,outer,outer_22,3,1e-06,21,12,4.0,0.2876186666672381,-2.288676455809637e-07,-0.6931437272899873,0.25,-0.07412299394219819,0.25,0.8888155090867027,3.0,3.0,130.0,0.13333399999999998,21,7.0,0.3333333333333333,0.10050114631874389,0.3333333333333333,1.162348005591817,5.0,5.0,145.0,0.1714291428571429,3,first_signal,9,-0.07412299394219819,2026-01-05T00:00:00+00:00,2026-01-26T00:00:00+00:00
