experiment_id,generator,model_key,split_kind,budget_per_week,threshold,n_total,n_alerts,alerts_per_week,brier_score,calibration_slope,calibration_intercept,precision_tp_before_sl,expectancy_r_per_alert,hit_rate,profit_factor,max_drawdown_r,worst_20_trade_drawdown_r,median_hold_minutes,mean_probability_alerts,event_n_alerts,event_alerts_per_week,event_precision_tp_before_sl,event_expectancy_r_per_alert,event_hit_rate,event_profit_factor,event_max_drawdown_r,event_worst_20_trade_drawdown_r,event_median_hold_minutes,event_mean_probability_alerts,event_max_concurrent_positions,overlap_filtered_alerts,primary_metric
S0_native_continuation,continuation_v1,baseline,final,1,0.5,53.0,15.0,0.3903345724907063,0.24439902838521696,0.3047836773714155,-0.5817969217141521,0.4666666666666667,0.5222311996461778,0.4666666666666667,2.119066856384667,3.0,3.0,285.0,0.5462427905195356,48.0,1.2490706319702602,0.375,0.20230862677776873,0.375,1.3566589860109288,11.0,11.0,262.5,0.554667405926864,8.0,33.0,0.5222311996461778
S0_native_continuation,continuation_v1,baseline,final,3,0.5,53.0,15.0,0.3903345724907063,0.24439902838521696,0.3047836773714155,-0.5817969217141521,0.4666666666666667,0.5222311996461778,0.4666666666666667,2.119066856384667,3.0,3.0,285.0,0.5462427905195356,48.0,1.2490706319702602,0.375,0.20230862677776873,0.375,1.3566589860109288,11.0,11.0,262.5,0.554667405926864,8.0,33.0,0.5222311996461778
S0_native_continuation,continuation_v1,baseline,outer,1,0.5839214012665056,8.5,2.25,0.75,0.3892131389606356,0.5100766080471364,-0.6215608527080093,0.24444444444444446,-0.018259821743486632,0.24444444444444446,0.8582235556026531,1.180071233161083,1.180071233161083,750.0,0.6755170788043207,5.5,1.8333333333333333,0.2916666666666667,-0.054184306819906526,0.2916666666666667,1.1461172856932942,4.057147021077559,4.057147021077559,640.0,0.6755816984718431,3.25,3.25,-0.018259821743486632
S0_native_continuation,continuation_v1,baseline,outer,3,0.4589216512665055,8.5,2.25,0.75,0.3892131389606356,0.5100766080471364,-0.6215608527080093,0.24444444444444446,-0.018259821743486632,0.24444444444444446,0.8582235556026531,1.180071233161083,1.180071233161083,750.0,0.6755170788043207,5.75,1.9166666666666665,0.2916666666666667,-0.0593689359839239,0.2916666666666667,1.1461172856932942,4.390480354410893,4.390480354410893,792.5,0.6616348912579694,3.5,3.5,-0.018259821743486632
S0_native_continuation_stop150,continuation_v1,baseline,final,1,1e-06,53.0,17.0,0.4423791821561338,0.2735845660383207,0.024145690407135077,-0.5599590849937637,0.29411764705882354,0.2932318362507817,0.29411764705882354,1.6503154493155419,5.0012923497920205,5.0012923497920205,930.0,0.08823611764705883,53.0,1.3791821561338289,0.32075471698113206,0.21977980733086946,0.32075471698113206,1.4343596691460632,12.153117379428988,11.00129234979202,540.0,0.20754775471698106,10.0,36.0,0.2932318362507817
S0_native_continuation_stop150,continuation_v1,baseline,final,3,1e-06,53.0,17.0,0.4423791821561338,0.2735845660383207,0.024145690407135077,-0.5599590849937637,0.29411764705882354,0.2932318362507817,0.29411764705882354,1.6503154493155419,5.0012923497920205,5.0012923497920205,930.0,0.08823611764705883,53.0,1.3791821561338289,0.32075471698113206,0.21977980733086946,0.32075471698113206,1.4343596691460632,12.153117379428988,11.00129234979202,540.0,0.20754775471698106,10.0,36.0,0.2932318362507817
S0_native_continuation_stop150,continuation_v1,baseline,outer,1,0.3653218657859151,8.5,0.5,0.16666666666666666,0.4079668317332384,-0.058125409754999094,-2.5882312236038234,0.0,0.07710214926844114,0.0,inf,0.0,0.0,1440.0,0.6011318037719049,2.75,0.9166666666666667,0.0,-0.17246688772446106,0.0,inf,2.7941010311424836,2.7941010311424836,1432.5,0.4562387417514743,2.75,2.25,0.07710214926844114
S0_native_continuation_stop150,continuation_v1,baseline,outer,3,0.3653218657859151,8.5,0.5,0.16666666666666666,0.4079668317332384,-0.058125409754999094,-2.5882312236038234,0.0,0.07710214926844114,0.0,inf,0.0,0.0,1440.0,0.6011318037719049,2.75,0.9166666666666667,0.0,-0.17246688772446106,0.0,inf,2.7941010311424836,2.7941010311424836,1432.5,0.4562387417514743,2.75,2.25,0.07710214926844114
S0_native_continuation_stop175,continuation_v1,baseline,final,1,1e-06,53.0,16.0,0.41635687732342,0.3899551358138889,0.007095786475099472,-0.8990596148480815,0.25,0.26490517850060685,0.25,1.645001258833139,4.143413754667154,4.143413754667154,1335.0,0.10416741666666665,53.0,1.3791821561338289,0.2830188679245283,0.24163071300974076,0.2830188679245283,1.5184472163896905,6.737032181093527,6.273642802123073,930.0,0.3213503593027766,10.0,37.0,0.26490517850060685
S0_native_continuation_stop175,continuation_v1,baseline,final,3,1e-06,53.0,16.0,0.41635687732342,0.3899551358138889,0.007095786475099472,-0.8990596148480815,0.25,0.26490517850060685,0.25,1.645001258833139,4.143413754667154,4.143413754667154,1335.0,0.10416741666666665,53.0,1.3791821561338289,0.2830188679245283,0.24163071300974076,0.2830188679245283,1.5184472163896905,6.737032181093527,6.273642802123073,930.0,0.3213503593027766,10.0,37.0,0.26490517850060685
