experiment_id,generator,model_key,split_kind,fold_id,budget_per_week,threshold,n_total,n_alerts,alerts_per_week,brier_score,calibration_slope,calibration_intercept,precision_tp_before_sl,expectancy_r_per_alert,hit_rate,profit_factor,max_drawdown_r,worst_20_trade_drawdown_r,median_hold_minutes,mean_probability_alerts,event_n_alerts,event_alerts_per_week,event_precision_tp_before_sl,event_expectancy_r_per_alert,event_hit_rate,event_profit_factor,event_max_drawdown_r,event_worst_20_trade_drawdown_r,event_median_hold_minutes,event_mean_probability_alerts,event_max_concurrent_positions,portfolio_selection_policy,overlap_filtered_alerts,primary_metric,test_start,test_end
S0_native_continuation_stop150,continuation_v1,baseline,outer,outer_03,1,0.4324926895908682,8,0,0.0,0.26833969153400566,,,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2024-12-02T00:00:00+00:00,2024-12-23T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,outer,outer_03,3,0.4324926895908682,8,0,0.0,0.26833969153400566,,,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2024-12-02T00:00:00+00:00,2024-12-23T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,outer,outer_04,1,1e-06,7,1,0.3333333333333333,0.7142842857152856,,,0.0,-0.2315105343963958,0.0,0.0,0.0,0.0,1440.0,0.999999,7,2.3333333333333335,0.0,-0.8313875138116232,0.0,0.0,5.588202062284967,5.588202062284967,1425.0,0.7142852857142856,7,first_signal,6,-0.2315105343963958,2024-12-23T00:00:00+00:00,2025-01-13T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,outer,outer_04,3,1e-06,7,1,0.3333333333333333,0.7142842857152856,,,0.0,-0.2315105343963958,0.0,0.0,0.0,0.0,1440.0,0.999999,7,2.3333333333333335,0.0,-0.8313875138116232,0.0,0.0,5.588202062284967,5.588202062284967,1425.0,0.7142852857142856,7,first_signal,6,-0.2315105343963958,2024-12-23T00:00:00+00:00,2025-01-13T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,outer,outer_05,1,0.8409235559300337,6,0,0.0,0.5680259464048335,,,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2025-01-13T00:00:00+00:00,2025-02-03T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,outer,outer_05,3,0.8409235559300337,6,0,0.0,0.5680259464048335,,,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2025-01-13T00:00:00+00:00,2025-02-03T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,outer,outer_10,1,0.1878702176227585,13,1,0.3333333333333333,0.08121740327882866,-0.058125409754999094,-2.5882312236038234,0.0,0.3857148329332781,0.0,inf,0.0,0.0,1440.0,0.20226460754380987,4,1.3333333333333333,0.0,0.4864537383627011,0.0,inf,0.0,0.0,1440.0,0.1981921977886629,4,first_signal,3,0.3857148329332781,2025-04-28T00:00:00+00:00,2025-05-19T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,outer,outer_10,3,0.1878702176227585,13,1,0.3333333333333333,0.08121740327882866,-0.058125409754999094,-2.5882312236038234,0.0,0.3857148329332781,0.0,inf,0.0,0.0,1440.0,0.20226460754380987,4,1.3333333333333333,0.0,0.4864537383627011,0.0,inf,0.0,0.0,1440.0,0.1981921977886629,4,first_signal,3,0.3857148329332781,2025-04-28T00:00:00+00:00,2025-05-19T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,final,final_frozen,1,1e-06,53,17,0.4423791821561338,0.2735845660383207,0.024145690407135077,-0.5599590849937637,0.29411764705882354,0.2932318362507817,0.29411764705882354,1.6503154493155419,5.0012923497920205,5.0012923497920205,930.0,0.08823611764705883,53,1.3791821561338289,0.32075471698113206,0.21977980733086946,0.32075471698113206,1.4343596691460632,12.153117379428988,11.00129234979202,540.0,0.20754775471698106,10,first_signal,36,0.2932318362507817,2025-07-01T00:00:00+00:00,2026-03-27T00:00:00+00:00
S0_native_continuation_stop150,continuation_v1,baseline,final,final_frozen,3,1e-06,53,17,0.4423791821561338,0.2735845660383207,0.024145690407135077,-0.5599590849937637,0.29411764705882354,0.2932318362507817,0.29411764705882354,1.6503154493155419,5.0012923497920205,5.0012923497920205,930.0,0.08823611764705883,53,1.3791821561338289,0.32075471698113206,0.21977980733086946,0.32075471698113206,1.4343596691460632,12.153117379428988,11.00129234979202,540.0,0.20754775471698106,10,first_signal,36,0.2932318362507817,2025-07-01T00:00:00+00:00,2026-03-27T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,outer,outer_03,1,0.5598313172602817,8,0,0.0,0.3302421472944181,,,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2024-12-02T00:00:00+00:00,2024-12-23T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,outer,outer_03,3,0.5598313172602817,8,0,0.0,0.3302421472944181,,,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2024-12-02T00:00:00+00:00,2024-12-23T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,outer,outer_04,1,0.75,7,1,0.3333333333333333,0.5320478118982661,,,0.0,-0.19852415024586256,0.0,0.0,0.0,0.0,1440.0,0.75,6,2.0,0.0,-0.8296527458351651,0.0,0.0,4.779392324765128,4.779392324765128,1185.0,0.75,6,first_signal,5,-0.19852415024586256,2024-12-23T00:00:00+00:00,2025-01-13T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,outer,outer_04,3,1e-06,7,1,0.3333333333333333,0.5320478118982661,,,0.0,-0.19852415024586256,0.0,0.0,0.0,0.0,1440.0,0.75,7,2.3333333333333335,0.0,-0.7943215341950852,0.0,0.0,5.361726589119733,5.361726589119733,1440.0,0.72729220222689,7,first_signal,6,-0.19852415024586256,2024-12-23T00:00:00+00:00,2025-01-13T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,outer,outer_05,1,0.8467092335556632,6,0,0.0,0.6172101992801952,,,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2025-01-13T00:00:00+00:00,2025-02-03T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,outer,outer_05,3,0.8467092335556632,6,0,0.0,0.6172101992801952,,,,,,,,,,,0,0.0,,,,,,,,,0,first_signal,0,,2025-01-13T00:00:00+00:00,2025-02-03T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,outer,outer_10,1,0.1815627994756352,13,1,0.3333333333333333,0.08173970977115276,-0.05391133454417111,-2.5816667341222335,0.0,0.33119361682020815,0.0,inf,0.0,0.0,1440.0,0.19857248682808437,5,1.6666666666666667,0.0,0.1341767917431655,0.0,1.6708839587158275,1.0,1.0,1440.0,0.19774037062543143,5,first_signal,4,0.33119361682020815,2025-04-28T00:00:00+00:00,2025-05-19T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,outer,outer_10,3,0.1815627994756352,13,1,0.3333333333333333,0.08173970977115276,-0.05391133454417111,-2.5816667341222335,0.0,0.33119361682020815,0.0,inf,0.0,0.0,1440.0,0.19857248682808437,5,1.6666666666666667,0.0,0.1341767917431655,0.0,1.6708839587158275,1.0,1.0,1440.0,0.19774037062543143,5,first_signal,4,0.33119361682020815,2025-04-28T00:00:00+00:00,2025-05-19T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,final,final_frozen,1,1e-06,53,16,0.41635687732342,0.3899551358138889,0.007095786475099472,-0.8990596148480815,0.25,0.26490517850060685,0.25,1.645001258833139,4.143413754667154,4.143413754667154,1335.0,0.10416741666666665,53,1.3791821561338289,0.2830188679245283,0.24163071300974076,0.2830188679245283,1.5184472163896905,6.737032181093527,6.273642802123073,930.0,0.3213503593027766,10,first_signal,37,0.26490517850060685,2025-07-01T00:00:00+00:00,2026-03-27T00:00:00+00:00
S0_native_continuation_stop175,continuation_v1,baseline,final,final_frozen,3,1e-06,53,16,0.41635687732342,0.3899551358138889,0.007095786475099472,-0.8990596148480815,0.25,0.26490517850060685,0.25,1.645001258833139,4.143413754667154,4.143413754667154,1335.0,0.10416741666666665,53,1.3791821561338289,0.2830188679245283,0.24163071300974076,0.2830188679245283,1.5184472163896905,6.737032181093527,6.273642802123073,930.0,0.3213503593027766,10,first_signal,37,0.26490517850060685,2025-07-01T00:00:00+00:00,2026-03-27T00:00:00+00:00
